date,product_sku,product_name,category,transaction_type,quantity_change,location,day_of_week,month,quarter,year
2017-06-29,PRD-00188,Assembly Unit Y Variant 8,Finished Goods,TRANSFER,76.4,Rack B,3,6,2,2017
2017-06-30,PRD-00397,Cleaning Solution Variant 6,Consumables,DELIVERY,-25.86,Main Warehouse,4,6,2,2017
2017-07-03,PRD-00328,Sensor Module Variant 8,Components,DELIVERY,-27.0,Main Warehouse,0,7,3,2017
2017-08-03,PRD-00445,Packaging Tape Variant 23,Consumables,ADJUSTMENT,-4.0,Production Floor 1,3,8,3,2017
2017-08-04,PRD-00313,Motor 12V Variant 13,Components,RECEIPT,135.0,Main Warehouse,4,8,3,2017
2017-08-04,PRD-00161,Assembly Unit X,Finished Goods,RECEIPT,379.0,Main Warehouse,4,8,3,2017
2017-08-04,PRD-00322,Sensor Module Variant 2,Components,DELIVERY,-10.0,Rack A,4,8,3,2017
2017-08-08,PRD-00134,Widget Model A Variant 14,Finished Goods,RECEIPT,348.0,Production Floor 1,1,8,3,2017
2017-08-08,PRD-00382,Lubricant Oil Variant 22,Consumables,RECEIPT,268.0,Production Floor 1,1,8,3,2017
2017-08-08,PRD-00367,Lubricant Oil Variant 7,Consumables,RECEIPT,258.0,Production Floor 1,1,8,3,2017
2017-08-10,PRD-00382,Lubricant Oil Variant 22,Consumables,DELIVERY,-17.0,Production Floor 1,3,8,3,2017
2017-08-11,PRD-00076,Titanium Alloy,Raw Materials,DELIVERY,-15.9348,Production Floor 1,4,8,3,2017
2017-08-12,PRD-00385,Lubricant Oil Variant 25,Consumables,DELIVERY,-22.68,Rack A,5,8,3,2017
2017-08-12,PRD-00283,Circuit Board Variant 3,Components,DELIVERY,-89.0,Rack A,5,8,3,2017
2017-08-12,PRD-00310,Motor 12V Variant 10,Components,DELIVERY,-51.9,Rack A,5,8,3,2017
2017-08-15,PRD-00076,Titanium Alloy,Raw Materials,DELIVERY,-16.7315,Rack B,1,8,3,2017
2017-08-15,PRD-00203,Premium Widget Variant 3,Finished Goods,DELIVERY,-20.04,Rack B,1,8,3,2017
2017-08-22,PRD-00098,Carbon Fiber Variant 8,Raw Materials,DELIVERY,-71.0,Main Warehouse,1,8,3,2017
2017-08-22,PRD-00007,Steel Rods Variant 7,Raw Materials,DELIVERY,-15.5379,Main Warehouse,1,8,3,2017
2017-08-22,PRD-00313,Motor 12V Variant 13,Components,DELIVERY,-51.0,Main Warehouse,1,8,3,2017
2017-08-23,PRD-00018,Aluminum Sheets Variant 3,Raw Materials,DELIVERY,-38.64,Rack A,2,8,3,2017
2017-09-03,PRD-00343,Control Unit Variant 3,Components,DELIVERY,-51.0,Rack A,6,9,3,2017
2017-09-14,PRD-00160,Widget Model B Variant 20,Finished Goods,DELIVERY,-24.843,Rack A,3,9,3,2017
2017-09-18,PRD-00217,Premium Widget Variant 17,Finished Goods,RECEIPT,259.0,Rack A,0,9,3,2017
2017-09-18,PRD-00023,Aluminum Sheets Variant 8,Raw Materials,RECEIPT,244.0,Rack A,0,9,3,2017
2017-09-18,PRD-00477,Adhesive Variant 24,Consumables,RECEIPT,85.0,Rack A,0,9,3,2017
2017-07-05,PRD-00026,Aluminum Sheets Variant 11,Raw Materials,DELIVERY,-35.0,Rack B,2,7,3,2017
2017-07-14,PRD-00091,Carbon Fiber,Raw Materials,RECEIPT,50.0,Main Warehouse,4,7,3,2017
2017-07-16,PRD-00227,Industrial Unit Variant 7,Finished Goods,DELIVERY,-14.0,Rack B,6,7,3,2017
2017-07-18,PRD-00086,Titanium Alloy Variant 11,Raw Materials,DELIVERY,-40.0,Production Floor 1,1,7,3,2017
2017-07-18,PRD-00024,Aluminum Sheets Variant 9,Raw Materials,DELIVERY,-32.1,Production Floor 1,1,7,3,2017
2017-07-19,PRD-00161,Assembly Unit X,Finished Goods,DELIVERY,-84.0,Rack B,2,7,3,2017
2017-07-19,PRD-00167,Assembly Unit X Variant 7,Finished Goods,DELIVERY,-10.0,Rack B,2,7,3,2017
2017-07-19,PRD-00076,Titanium Alloy,Raw Materials,DELIVERY,-23.9022,Rack B,2,7,3,2017
2017-07-21,PRD-00222,Industrial Unit Variant 2,Finished Goods,RECEIPT,377.0,Main Warehouse,4,7,3,2017
2017-07-21,PRD-00039,Copper Wire Variant 9,Raw Materials,RECEIPT,252.0,Main Warehouse,4,7,3,2017
2017-07-21,PRD-00280,Bolt M8 Variant 20,Components,RECEIPT,130.0,Main Warehouse,4,7,3,2017
2017-07-21,PRD-00118,Stainless Steel Variant 13,Raw Materials,RECEIPT,122.0,Main Warehouse,4,7,3,2017
2017-07-26,PRD-00411,Cleaning Solution Variant 20,Consumables,RECEIPT,270.0,Rack A,2,7,3,2017
2017-07-27,PRD-00306,Motor 12V Variant 6,Components,TRANSFER,-41.0,Rack B,3,7,3,2017
2017-07-27,PRD-00306,Motor 12V Variant 6,Components,TRANSFER,41.0,Production Floor 1,3,7,3,2017
2017-07-31,PRD-00360,Control Unit Variant 20,Components,RECEIPT,331.0,Main Warehouse,0,7,3,2017
2017-07-31,PRD-00098,Carbon Fiber Variant 8,Raw Materials,RECEIPT,291.0,Main Warehouse,0,7,3,2017
2017-07-31,PRD-00084,Titanium Alloy Variant 9,Raw Materials,RECEIPT,66.0,Main Warehouse,0,7,3,2017
2017-09-18,PRD-00266,Bolt M8 Variant 6,Components,RECEIPT,177.0,Rack A,0,9,3,2017
2017-09-18,PRD-00349,Control Unit Variant 9,Components,RECEIPT,357.0,Rack A,0,9,3,2017
2017-09-21,PRD-00382,Lubricant Oil Variant 22,Consumables,DELIVERY,-40.0,Production Floor 1,3,9,3,2017
2017-09-21,PRD-00129,Widget Model A Variant 9,Finished Goods,DELIVERY,-14.0,Production Floor 1,3,9,3,2017
2017-10-21,PRD-00378,Lubricant Oil Variant 18,Consumables,DELIVERY,-83.0,Rack B,5,10,4,2017
2017-10-21,PRD-00060,Plastic Pellets Variant 15,Raw Materials,DELIVERY,-19.0,Rack B,5,10,4,2017
2017-10-24,PRD-00217,Premium Widget Variant 17,Finished Goods,RECEIPT,265.0,Production Floor 1,1,10,4,2017
2017-10-24,PRD-00151,Widget Model B Variant 11,Finished Goods,RECEIPT,499.0,Production Floor 1,1,10,4,2017
2017-10-24,PRD-00415,Cleaning Solution Variant 24,Consumables,RECEIPT,314.0,Production Floor 1,1,10,4,2017
2017-10-24,PRD-00102,Carbon Fiber Variant 12,Raw Materials,DELIVERY,-25.0,Main Warehouse,1,10,4,2017
2017-10-24,PRD-00260,Bearing Type 1 Variant 20,Components,DELIVERY,-87.9,Main Warehouse,1,10,4,2017
2017-10-24,PRD-00053,Plastic Pellets Variant 8,Raw Materials,DELIVERY,-39.6,Main Warehouse,1,10,4,2017
2017-10-25,PRD-00369,Lubricant Oil Variant 9,Consumables,RECEIPT,478.0,Production Floor 1,2,10,4,2017
2017-10-25,PRD-00326,Sensor Module Variant 6,Components,RECEIPT,347.0,Production Floor 1,2,10,4,2017
2017-10-25,PRD-00347,Control Unit Variant 7,Components,RECEIPT,405.0,Production Floor 1,2,10,4,2017
2017-10-25,PRD-00265,Bolt M8 Variant 5,Components,RECEIPT,282.0,Production Floor 1,2,10,4,2017
2017-10-25,PRD-00138,Widget Model A Variant 18,Finished Goods,RECEIPT,436.0,Production Floor 1,2,10,4,2017
2017-11-01,PRD-00211,Premium Widget Variant 11,Finished Goods,RECEIPT,348.0,Rack B,2,11,4,2017
2017-11-01,PRD-00010,Steel Rods Variant 10,Raw Materials,RECEIPT,169.0,Rack B,2,11,4,2017
2017-11-01,PRD-00219,Premium Widget Variant 19,Finished Goods,RECEIPT,162.0,Rack B,2,11,4,2017
2017-11-01,PRD-00065,Rubber Compound Variant 5,Raw Materials,RECEIPT,85.0,Rack B,2,11,4,2017
2017-11-01,PRD-00285,Circuit Board Variant 5,Components,RECEIPT,191.0,Rack B,2,11,4,2017
2017-11-10,PRD-00415,Cleaning Solution Variant 24,Consumables,DELIVERY,-17.0,Production Floor 1,4,11,4,2017
2017-11-10,PRD-00445,Packaging Tape Variant 23,Consumables,DELIVERY,-57.0,Production Floor 1,4,11,4,2017
2017-11-12,PRD-00465,Adhesive Variant 12,Consumables,DELIVERY,-25.0,Rack B,6,11,4,2017
2017-11-13,PRD-00087,Titanium Alloy Variant 12,Raw Materials,DELIVERY,-14.0,Production Floor 1,0,11,4,2017
2017-09-21,PRD-00284,Circuit Board Variant 4,Components,DELIVERY,-17.82,Production Floor 1,3,9,3,2017
2017-09-22,PRD-00363,Lubricant Oil Variant 3,Consumables,DELIVERY,-72.0,Rack B,4,9,3,2017
2017-09-22,PRD-00325,Sensor Module Variant 5,Components,DELIVERY,-20.196,Rack B,4,9,3,2017
2017-09-22,PRD-00211,Premium Widget Variant 11,Finished Goods,DELIVERY,-32.13,Rack B,4,9,3,2017
2017-10-02,PRD-00160,Widget Model B Variant 20,Finished Goods,DELIVERY,-17.3901,Rack A,0,10,4,2017
2017-10-02,PRD-00343,Control Unit Variant 3,Components,DELIVERY,-35.7,Rack A,0,10,4,2017
2017-10-02,PRD-00023,Aluminum Sheets Variant 8,Raw Materials,DELIVERY,-15.0,Rack A,0,10,4,2017
2017-10-12,PRD-00385,Lubricant Oil Variant 25,Consumables,DELIVERY,-15.876,Rack A,3,10,4,2017
2017-10-12,PRD-00167,Assembly Unit X Variant 7,Finished Goods,DELIVERY,-13.0,Rack A,3,10,4,2017
2017-10-15,PRD-00095,Carbon Fiber Variant 5,Raw Materials,DELIVERY,-65.1,Main Warehouse,6,10,4,2017
2017-10-16,PRD-00343,Control Unit Variant 3,Components,DELIVERY,-36.96,Main Warehouse,0,10,4,2017
2017-10-16,PRD-00138,Widget Model A Variant 18,Finished Goods,DELIVERY,-35.0,Main Warehouse,0,10,4,2017
2017-10-16,PRD-00095,Carbon Fiber Variant 5,Raw Materials,DELIVERY,-20.0,Main Warehouse,0,10,4,2017
2017-10-16,PRD-00160,Widget Model B Variant 20,Finished Goods,TRANSFER,-16.2308,Rack A,0,10,4,2017
2017-10-16,PRD-00160,Widget Model B Variant 20,Finished Goods,TRANSFER,16.2308,Production Floor 1,0,10,4,2017
2017-10-17,PRD-00432,Packaging Tape Variant 10,Consumables,TRANSFER,-77.0,Production Floor 1,1,10,4,2017
2017-10-17,PRD-00432,Packaging Tape Variant 10,Consumables,TRANSFER,77.0,Rack B,1,10,4,2017
2017-11-21,PRD-00171,Assembly Unit X Variant 11,Finished Goods,ADJUSTMENT,-2.0,Main Warehouse,1,11,4,2017
2017-11-22,PRD-00381,Lubricant Oil Variant 21,Consumables,RECEIPT,343.0,Rack A,2,11,4,2017
2017-11-22,PRD-00392,Cleaning Solution,Consumables,RECEIPT,137.0,Rack A,2,11,4,2017
2017-11-22,PRD-00458,Adhesive Variant 5,Consumables,RECEIPT,363.0,Rack A,2,11,4,2017
2017-11-22,PRD-00195,Assembly Unit Y Variant 15,Finished Goods,RECEIPT,350.0,Rack A,2,11,4,2017
2017-12-18,PRD-00231,Industrial Unit Variant 11,Finished Goods,DELIVERY,-64.0,Production Floor 1,0,12,4,2017
2017-12-21,PRD-00318,Motor 12V Variant 18,Components,RECEIPT,268.0,Production Floor 1,3,12,4,2017
2017-12-21,PRD-00254,Bearing Type 1 Variant 14,Components,RECEIPT,297.0,Production Floor 1,3,12,4,2017
2017-12-21,PRD-00059,Plastic Pellets Variant 14,Raw Materials,RECEIPT,232.0,Production Floor 1,3,12,4,2017
2017-12-21,PRD-00385,Lubricant Oil Variant 25,Consumables,RECEIPT,312.0,Production Floor 1,3,12,4,2017
2017-12-21,PRD-00148,Widget Model B Variant 8,Finished Goods,RECEIPT,91.0,Production Floor 1,3,12,4,2017
2017-12-22,PRD-00144,Widget Model B Variant 4,Finished Goods,RECEIPT,332.0,Production Floor 1,4,12,4,2017
2017-12-22,PRD-00096,Carbon Fiber Variant 6,Raw Materials,RECEIPT,265.0,Production Floor 1,4,12,4,2017
2017-12-28,PRD-00087,Titanium Alloy Variant 12,Raw Materials,DELIVERY,-33.0,Main Warehouse,3,12,4,2017
2017-12-28,PRD-00360,Control Unit Variant 20,Components,DELIVERY,-14.0,Main Warehouse,3,12,4,2017
2018-01-01,PRD-00326,Sensor Module Variant 6,Components,DELIVERY,-89.0,Production Floor 1,0,1,1,2018
2018-01-01,PRD-00369,Lubricant Oil Variant 9,Consumables,DELIVERY,-31.0,Production Floor 1,0,1,1,2018
2018-01-01,PRD-00188,Assembly Unit Y Variant 8,Finished Goods,DELIVERY,-15.0,Production Floor 1,0,1,1,2018
2018-01-02,PRD-00259,Bearing Type 1 Variant 19,Components,DELIVERY,-22.0008,Main Warehouse,1,1,1,2018
2018-01-02,PRD-00114,Stainless Steel Variant 9,Raw Materials,DELIVERY,-49.5,Main Warehouse,1,1,1,2018
2018-01-03,PRD-00172,Assembly Unit X Variant 12,Finished Goods,DELIVERY,-37.2,Production Floor 1,2,1,1,2018
2018-01-03,PRD-00004,Steel Rods Variant 4,Raw Materials,DELIVERY,-51.3,Production Floor 1,2,1,1,2018
2018-01-03,PRD-00048,Plastic Pellets Variant 3,Raw Materials,DELIVERY,-16.0,Production Floor 1,2,1,1,2018
2018-01-05,PRD-00059,Plastic Pellets Variant 14,Raw Materials,DELIVERY,-32.0,Production Floor 1,4,1,1,2018
2018-01-05,PRD-00426,Packaging Tape Variant 4,Consumables,DELIVERY,-52.0,Production Floor 1,4,1,1,2018
2018-01-05,PRD-00369,Lubricant Oil Variant 9,Consumables,DELIVERY,-43.0,Production Floor 1,4,1,1,2018
2018-01-22,PRD-00167,Assembly Unit X Variant 7,Finished Goods,DELIVERY,-50.0,Rack A,0,1,1,2018
2018-01-22,PRD-00322,Sensor Module Variant 2,Components,DELIVERY,-22.662,Rack A,0,1,1,2018
2017-11-22,PRD-00474,Adhesive Variant 21,Consumables,RECEIPT,185.0,Rack A,2,11,4,2017
2017-11-23,PRD-00198,Assembly Unit Y Variant 18,Finished Goods,DELIVERY,-20.0,Main Warehouse,3,11,4,2017
2017-11-23,PRD-00317,Motor 12V Variant 17,Components,DELIVERY,-80.0,Main Warehouse,3,11,4,2017
2017-11-23,PRD-00161,Assembly Unit X,Finished Goods,DELIVERY,-21.0,Main Warehouse,3,11,4,2017
2017-12-03,PRD-00416,Cleaning Solution Variant 25,Consumables,DELIVERY,-17.3479,Main Warehouse,6,12,4,2017
2017-12-03,PRD-00317,Motor 12V Variant 17,Components,DELIVERY,-72.0,Main Warehouse,6,12,4,2017
2017-12-05,PRD-00056,Plastic Pellets Variant 11,Raw Materials,RECEIPT,156.0,Rack A,1,12,4,2017
2017-12-05,PRD-00096,Carbon Fiber Variant 6,Raw Materials,RECEIPT,482.0,Rack A,1,12,4,2017
2017-12-05,PRD-00386,Lubricant Oil Variant 26,Consumables,RECEIPT,278.0,Rack A,1,12,4,2017
2017-12-05,PRD-00332,Sensor Module Variant 12,Components,RECEIPT,444.0,Rack A,1,12,4,2017
2017-12-07,PRD-00096,Carbon Fiber Variant 6,Raw Materials,DELIVERY,-98.0,Rack A,3,12,4,2017
2017-12-08,PRD-00198,Assembly Unit Y Variant 18,Finished Goods,DELIVERY,-30.0,Main Warehouse,4,12,4,2017
2017-12-08,PRD-00328,Sensor Module Variant 8,Components,DELIVERY,-26.97,Main Warehouse,4,12,4,2017
2017-12-08,PRD-00114,Stainless Steel Variant 9,Raw Materials,DELIVERY,-43.0,Main Warehouse,4,12,4,2017
2017-12-09,PRD-00147,Widget Model B Variant 7,Finished Goods,DELIVERY,-66.0,Rack B,5,12,4,2017
2017-12-09,PRD-00219,Premium Widget Variant 19,Finished Goods,DELIVERY,-48.6,Rack B,5,12,4,2017
2017-12-18,PRD-00467,Adhesive Variant 14,Consumables,DELIVERY,-44.0,Production Floor 1,0,12,4,2017
2018-01-23,PRD-00195,Assembly Unit Y Variant 15,Finished Goods,DELIVERY,-13.0,Rack A,1,1,1,2018
2018-01-23,PRD-00322,Sensor Module Variant 2,Components,DELIVERY,-15.8634,Rack A,1,1,1,2018
2018-01-25,PRD-00469,Adhesive Variant 16,Consumables,DELIVERY,-11.0,Main Warehouse,3,1,1,2018
2018-01-29,PRD-00056,Plastic Pellets Variant 11,Raw Materials,DELIVERY,-46.8,Rack A,0,1,1,2018
2018-02-20,PRD-00116,Stainless Steel Variant 11,Raw Materials,DELIVERY,-35.0,Rack A,1,2,1,2018
2018-02-20,PRD-00392,Cleaning Solution,Consumables,DELIVERY,-41.1,Rack A,1,2,1,2018
2018-02-26,PRD-00217,Premium Widget Variant 17,Finished Goods,DELIVERY,-50.0,Rack A,0,2,1,2018
2018-02-26,PRD-00411,Cleaning Solution Variant 20,Consumables,DELIVERY,-63.0,Rack A,0,2,1,2018
2018-02-26,PRD-00392,Cleaning Solution,Consumables,DELIVERY,-28.77,Rack A,0,2,1,2018
2018-03-02,PRD-00025,Aluminum Sheets Variant 10,Raw Materials,RECEIPT,413.0,Production Floor 1,4,3,1,2018
2018-03-02,PRD-00456,Adhesive Variant 3,Consumables,RECEIPT,114.0,Production Floor 1,4,3,1,2018
2018-03-02,PRD-00244,Bearing Type 1 Variant 4,Components,RECEIPT,159.0,Production Floor 1,4,3,1,2018
2018-03-02,PRD-00369,Lubricant Oil Variant 9,Consumables,RECEIPT,56.0,Production Floor 1,4,3,1,2018
2018-03-02,PRD-00259,Bearing Type 1 Variant 19,Components,RECEIPT,346.0,Production Floor 1,4,3,1,2018
2018-03-05,PRD-00452,Packaging Tape Variant 30,Consumables,RECEIPT,53.0,Main Warehouse,0,3,1,2018
2018-03-08,PRD-00279,Bolt M8 Variant 19,Components,RECEIPT,492.0,Rack A,3,3,1,2018
2018-03-08,PRD-00323,Sensor Module Variant 3,Components,RECEIPT,110.0,Rack A,3,3,1,2018
2018-03-08,PRD-00198,Assembly Unit Y Variant 18,Finished Goods,DELIVERY,-51.0,Main Warehouse,3,3,1,2018
2018-03-10,PRD-00167,Assembly Unit X Variant 7,Finished Goods,DELIVERY,-66.0,Rack A,5,3,1,2018
2018-03-10,PRD-00477,Adhesive Variant 24,Consumables,DELIVERY,-25.5,Rack A,5,3,1,2018
2018-03-10,PRD-00056,Plastic Pellets Variant 11,Raw Materials,DELIVERY,-21.0,Rack A,5,3,1,2018
2018-03-14,PRD-00460,Adhesive Variant 7,Consumables,RECEIPT,127.0,Production Floor 1,2,3,1,2018
2018-03-14,PRD-00429,Packaging Tape Variant 7,Consumables,RECEIPT,198.0,Production Floor 1,2,3,1,2018
2018-03-14,PRD-00328,Sensor Module Variant 8,Components,TRANSFER,-14.64,Production Floor 1,2,3,1,2018
2018-03-14,PRD-00328,Sensor Module Variant 8,Components,TRANSFER,14.64,Rack B,2,3,1,2018
2018-03-17,PRD-00079,Titanium Alloy Variant 4,Raw Materials,DELIVERY,-28.0,Rack B,5,3,1,2018
2018-03-17,PRD-00432,Packaging Tape Variant 10,Consumables,DELIVERY,-16.17,Rack B,5,3,1,2018
2018-01-29,PRD-00167,Assembly Unit X Variant 7,Finished Goods,DELIVERY,-50.0,Rack A,0,1,1,2018
2018-01-29,PRD-00349,Control Unit Variant 9,Components,DELIVERY,-61.0,Rack A,0,1,1,2018
2018-01-30,PRD-00379,Lubricant Oil Variant 19,Consumables,RECEIPT,309.0,Production Floor 1,1,1,1,2018
2018-01-30,PRD-00447,Packaging Tape Variant 25,Consumables,RECEIPT,482.0,Production Floor 1,1,1,1,2018
2018-01-30,PRD-00469,Adhesive Variant 16,Consumables,DELIVERY,-39.9,Main Warehouse,1,1,1,2018
2018-01-30,PRD-00039,Copper Wire Variant 9,Raw Materials,DELIVERY,-32.0,Main Warehouse,1,1,1,2018
2018-02-02,PRD-00381,Lubricant Oil Variant 21,Consumables,DELIVERY,-33.0,Rack A,4,2,1,2018
2018-02-09,PRD-00406,Cleaning Solution Variant 15,Consumables,DELIVERY,-43.0,Rack B,4,2,1,2018
2018-02-09,PRD-00415,Cleaning Solution Variant 24,Consumables,DELIVERY,-23.0,Rack B,4,2,1,2018
2018-02-09,PRD-00432,Packaging Tape Variant 10,Consumables,DELIVERY,-23.1,Rack B,4,2,1,2018
2018-02-12,PRD-00046,Plastic Pellets,Raw Materials,RECEIPT,403.0,Rack B,0,2,1,2018
2018-02-12,PRD-00260,Bearing Type 1 Variant 20,Components,RECEIPT,50.0,Rack B,0,2,1,2018
2018-02-12,PRD-00005,Steel Rods Variant 5,Raw Materials,RECEIPT,268.0,Rack B,0,2,1,2018
2018-02-12,PRD-00246,Bearing Type 1 Variant 6,Components,RECEIPT,318.0,Rack B,0,2,1,2018
2018-02-15,PRD-00250,Bearing Type 1 Variant 10,Components,DELIVERY,-77.0,Production Floor 1,3,2,1,2018
2018-02-15,PRD-00193,Assembly Unit Y Variant 13,Finished Goods,DELIVERY,-46.0,Production Floor 1,3,2,1,2018
2018-02-15,PRD-00382,Lubricant Oil Variant 22,Consumables,DELIVERY,-57.0,Production Floor 1,3,2,1,2018
2018-02-20,PRD-00458,Adhesive Variant 5,Consumables,DELIVERY,-89.0,Rack A,1,2,1,2018
2018-03-17,PRD-00222,Industrial Unit Variant 2,Finished Goods,DELIVERY,-24.0,Rack B,5,3,1,2018
2018-03-20,PRD-00148,Widget Model B Variant 8,Finished Goods,RECEIPT,352.0,Rack B,1,3,1,2018
2018-03-20,PRD-00447,Packaging Tape Variant 25,Consumables,RECEIPT,162.0,Rack B,1,3,1,2018
2018-03-20,PRD-00085,Titanium Alloy Variant 10,Raw Materials,RECEIPT,218.0,Rack B,1,3,1,2018
2018-04-17,PRD-00376,Lubricant Oil Variant 16,Consumables,RECEIPT,172.0,Rack A,1,4,2,2018
2018-04-17,PRD-00164,Assembly Unit X Variant 4,Finished Goods,RECEIPT,387.0,Rack A,1,4,2,2018
2018-04-17,PRD-00356,Control Unit Variant 16,Components,RECEIPT,446.0,Rack A,1,4,2,2018
2018-04-17,PRD-00049,Plastic Pellets Variant 4,Raw Materials,RECEIPT,433.0,Rack A,1,4,2,2018
2018-04-17,PRD-00192,Assembly Unit Y Variant 12,Finished Goods,DELIVERY,-98.0,Rack B,1,4,2,2018
2018-04-19,PRD-00289,Circuit Board Variant 9,Components,DELIVERY,-93.0,Main Warehouse,3,4,2,2018
2018-04-19,PRD-00328,Sensor Module Variant 8,Components,DELIVERY,-18.879,Main Warehouse,3,4,2,2018
2018-04-19,PRD-00267,Bolt M8 Variant 7,Components,DELIVERY,-68.0,Main Warehouse,3,4,2,2018
2018-04-19,PRD-00261,Bolt M8,Components,TRANSFER,-43.316,Production Floor 1,3,4,2,2018
2018-04-19,PRD-00261,Bolt M8,Components,TRANSFER,43.316,Main Warehouse,3,4,2,2018
2018-04-26,PRD-00265,Bolt M8 Variant 5,Components,TRANSFER,-35.0,Production Floor 1,3,4,2,2018
2018-04-26,PRD-00265,Bolt M8 Variant 5,Components,TRANSFER,35.0,Main Warehouse,3,4,2,2018
2018-04-29,PRD-00086,Titanium Alloy Variant 11,Raw Materials,DELIVERY,-39.9,Production Floor 1,6,4,2,2018
2018-05-05,PRD-00023,Aluminum Sheets Variant 8,Raw Materials,DELIVERY,-67.0,Rack A,5,5,2,2018
2018-05-18,PRD-00238,Industrial Unit Variant 18,Finished Goods,TRANSFER,-90.0,Production Floor 1,4,5,2,2018
2018-05-18,PRD-00238,Industrial Unit Variant 18,Finished Goods,TRANSFER,90.0,Main Warehouse,4,5,2,2018
2018-05-23,PRD-00195,Assembly Unit Y Variant 15,Finished Goods,DELIVERY,-19.0,Rack A,2,5,2,2018
2018-05-27,PRD-00326,Sensor Module Variant 6,Components,DELIVERY,-19.0,Production Floor 1,6,5,2,2018
2018-05-27,PRD-00460,Adhesive Variant 7,Consumables,DELIVERY,-37.0,Production Floor 1,6,5,2,2018
2018-05-28,PRD-00363,Lubricant Oil Variant 3,Consumables,RECEIPT,316.0,Main Warehouse,0,5,2,2018
2018-05-28,PRD-00340,Sensor Module Variant 20,Components,RECEIPT,53.0,Main Warehouse,0,5,2,2018
2018-05-28,PRD-00383,Lubricant Oil Variant 23,Consumables,RECEIPT,51.0,Main Warehouse,0,5,2,2018
2018-06-03,PRD-00046,Plastic Pellets,Raw Materials,DELIVERY,-78.0,Rack B,6,6,2,2018
2018-03-20,PRD-00288,Circuit Board Variant 8,Components,RECEIPT,311.0,Rack B,1,3,1,2018
2018-03-25,PRD-00360,Control Unit Variant 20,Components,DELIVERY,-26.0,Main Warehouse,6,3,1,2018
2018-03-25,PRD-00313,Motor 12V Variant 13,Components,DELIVERY,-26.0,Main Warehouse,6,3,1,2018
2018-03-25,PRD-00260,Bearing Type 1 Variant 20,Components,DELIVERY,-58.0,Main Warehouse,6,3,1,2018
2018-03-30,PRD-00113,Stainless Steel Variant 8,Raw Materials,TRANSFER,-15.3664,Main Warehouse,4,3,1,2018
2018-03-30,PRD-00113,Stainless Steel Variant 8,Raw Materials,TRANSFER,15.3664,Production Floor 1,4,3,1,2018
2018-04-02,PRD-00148,Widget Model B Variant 8,Finished Goods,ADJUSTMENT,-7.0,Rack B,0,4,2,2018
2018-04-03,PRD-00451,Packaging Tape Variant 29,Consumables,RECEIPT,402.0,Rack B,1,4,2,2018
2018-04-03,PRD-00313,Motor 12V Variant 13,Components,RECEIPT,97.0,Rack B,1,4,2,2018
2018-04-03,PRD-00192,Assembly Unit Y Variant 12,Finished Goods,RECEIPT,414.0,Rack B,1,4,2,2018
2018-04-09,PRD-00409,Cleaning Solution Variant 18,Consumables,RECEIPT,468.0,Rack B,0,4,2,2018
2018-04-12,PRD-00060,Plastic Pellets Variant 15,Raw Materials,TRANSFER,-70.0,Rack B,3,4,2,2018
2018-04-12,PRD-00060,Plastic Pellets Variant 15,Raw Materials,TRANSFER,70.0,Production Floor 1,3,4,2,2018
2018-04-13,PRD-00383,Lubricant Oil Variant 23,Consumables,DELIVERY,-72.0,Rack B,4,4,2,2018
2018-04-13,PRD-00211,Premium Widget Variant 11,Finished Goods,DELIVERY,-49.0,Rack B,4,4,2,2018
2018-04-13,PRD-00217,Premium Widget Variant 17,Finished Goods,TRANSFER,-51.0,Rack A,4,4,2,2018
2018-04-13,PRD-00217,Premium Widget Variant 17,Finished Goods,TRANSFER,51.0,Production Floor 1,4,4,2,2018
2018-04-17,PRD-00037,Copper Wire Variant 7,Raw Materials,RECEIPT,370.0,Rack A,1,4,2,2018
2018-06-03,PRD-00085,Titanium Alloy Variant 10,Raw Materials,DELIVERY,-31.0,Rack B,6,6,2,2018
2018-06-05,PRD-00048,Plastic Pellets Variant 3,Raw Materials,DELIVERY,-31.0,Production Floor 1,1,6,2,2018
2018-06-05,PRD-00183,Assembly Unit Y Variant 3,Finished Goods,DELIVERY,-55.8,Production Floor 1,1,6,2,2018
2018-06-05,PRD-00144,Widget Model B Variant 4,Finished Goods,DELIVERY,-51.0,Production Floor 1,1,6,2,2018
2018-07-15,PRD-00087,Titanium Alloy Variant 12,Raw Materials,DELIVERY,-19.0,Main Warehouse,6,7,3,2018
2018-07-15,PRD-00422,Cleaning Solution Variant 31,Consumables,DELIVERY,-47.0,Main Warehouse,6,7,3,2018
2018-07-19,PRD-00096,Carbon Fiber Variant 6,Raw Materials,DELIVERY,-46.0,Production Floor 1,3,7,3,2018
2018-07-20,PRD-00447,Packaging Tape Variant 25,Consumables,DELIVERY,-40.0,Rack B,4,7,3,2018
2018-07-21,PRD-00409,Cleaning Solution Variant 18,Consumables,DELIVERY,-34.0,Rack B,5,7,3,2018
2018-07-21,PRD-00465,Adhesive Variant 12,Consumables,DELIVERY,-37.0,Rack B,5,7,3,2018
2018-07-21,PRD-00062,Rubber Compound Variant 2,Raw Materials,DELIVERY,-11.0,Rack B,5,7,3,2018
2018-07-24,PRD-00036,Copper Wire Variant 6,Raw Materials,DELIVERY,-42.0,Main Warehouse,1,7,3,2018
