date,vendor_id,product_id,purchase_price,reliability_score,lead_time_days,market_index
2023-08-01,VEN-0069,PRD-00107,48.08,95.3,11,95.62
2023-09-01,VEN-0069,PRD-00107,48.59,91.8,11,95.75
2023-10-01,VEN-0069,PRD-00107,49.28,96.4,3,96.55
2023-11-01,VEN-0069,PRD-00107,51.11,97.0,4,96.25
2023-12-01,VEN-0069,PRD-00107,47.85,93.8,9,96.28
2024-01-01,VEN-0069,PRD-00107,49.97,94.0,11,95.25
2024-02-01,VEN-0069,PRD-00107,46.73,92.6,13,95.59
2024-03-01,VEN-0069,PRD-00107,49.23,94.4,9,94.36
2024-04-01,VEN-0069,PRD-00107,49.99,96.3,5,95.12
2024-05-01,VEN-0069,PRD-00107,47.28,94.9,5,95.07
2024-06-01,VEN-0069,PRD-00107,47.67,91.7,3,94.9
2024-07-01,VEN-0069,PRD-00107,49.45,93.2,6,94.33
2024-08-01,VEN-0069,PRD-00107,46.68,96.2,5,94.02
2024-09-01,VEN-0069,PRD-00107,47.9,94.0,13,94.77
2024-10-01,VEN-0069,PRD-00107,46.93,92.9,9,93.12
2024-11-01,VEN-0069,PRD-00107,47.01,96.9,12,92.56
2024-12-01,VEN-0069,PRD-00107,46.9,94.4,6,95.01
2023-01-01,VEN-0108,PRD-00192,534.69,92.6,11,99.36
2023-02-01,VEN-0108,PRD-00192,515.27,95.7,5,99.16
2023-03-01,VEN-0108,PRD-00192,562.82,93.3,12,100.63
2023-04-01,VEN-0108,PRD-00192,532.53,91.0,6,99.16
2023-05-01,VEN-0108,PRD-00192,529.87,93.6,11,98.96
2023-06-01,VEN-0108,PRD-00192,523.01,92.7,11,99.17
2023-07-01,VEN-0108,PRD-00192,507.78,92.8,12,99.01
2023-08-01,VEN-0108,PRD-00192,529.88,93.7,6,100.69
2023-09-01,VEN-0108,PRD-00192,549.39,93.4,6,99.26
2023-10-01,VEN-0108,PRD-00192,508.83,93.6,10,98.37
2023-11-01,VEN-0108,PRD-00192,540.09,93.8,9,99.16
2023-12-01,VEN-0108,PRD-00192,548.66,92.6,13,99.45
2024-01-01,VEN-0108,PRD-00192,524.33,97.6,7,98.5
2024-02-01,VEN-0108,PRD-00192,528.85,93.8,11,99.35
2024-03-01,VEN-0108,PRD-00192,528.95,93.6,6,98.79
2024-04-01,VEN-0108,PRD-00192,522.42,92.6,5,99.98
2024-05-01,VEN-0108,PRD-00192,531.68,95.4,4,101.37
2024-06-01,VEN-0108,PRD-00192,545.75,93.7,4,101.6
2024-07-01,VEN-0108,PRD-00192,549.07,92.3,8,102.67
2024-08-01,VEN-0108,PRD-00192,539.08,91.1,3,100.06
2024-09-01,VEN-0108,PRD-00192,527.28,89.5,9,100.12
2024-10-01,VEN-0108,PRD-00192,507.84,92.2,11,98.83
2024-11-01,VEN-0108,PRD-00192,530.54,95.0,7,98.95
2024-12-01,VEN-0108,PRD-00192,536.21,97.8,8,100.26
2023-01-01,VEN-0108,PRD-00186,399.98,91.0,6,96.02
2023-02-01,VEN-0108,PRD-00186,406.82,95.5,8,94.25
2023-03-01,VEN-0108,PRD-00186,391.41,92.0,4,93.17
2023-04-01,VEN-0108,PRD-00186,384.37,91.5,6,92.97
2023-05-01,VEN-0108,PRD-00186,387.52,93.5,8,92.33
2023-06-01,VEN-0108,PRD-00186,403.37,96.1,11,91.91
2023-07-01,VEN-0108,PRD-00186,405.62,93.9,3,93.94
2023-08-01,VEN-0108,PRD-00186,402.71,95.5,9,93.91
2023-09-01,VEN-0108,PRD-00186,390.02,97.9,9,92.99
2023-10-01,VEN-0108,PRD-00186,399.81,97.2,4,94.32
2023-11-01,VEN-0108,PRD-00186,397.95,93.0,8,94.0
2023-12-01,VEN-0108,PRD-00186,398.51,95.1,11,94.75
2024-01-01,VEN-0108,PRD-00186,389.66,95.2,9,95.47
2024-02-01,VEN-0108,PRD-00186,416.85,92.3,13,95.94
2024-03-01,VEN-0108,PRD-00186,421.19,95.9,13,96.44
2024-04-01,VEN-0108,PRD-00186,405.12,92.0,12,96.04
2024-05-01,VEN-0108,PRD-00186,418.88,94.1,7,95.08
2024-06-01,VEN-0108,PRD-00186,411.69,93.0,5,93.93
2024-07-01,VEN-0108,PRD-00186,389.28,93.4,5,93.07
2024-08-01,VEN-0108,PRD-00186,396.88,95.8,3,93.6
2024-09-01,VEN-0108,PRD-00186,403.52,95.8,10,95.71
2024-10-01,VEN-0108,PRD-00186,401.41,92.4,5,95.03
2024-11-01,VEN-0108,PRD-00186,395.87,95.3,9,94.2
2024-12-01,VEN-0108,PRD-00186,392.3,94.2,6,93.62
2023-01-01,VEN-0108,PRD-00340,67.87,94.3,3,102.06
2023-02-01,VEN-0108,PRD-00340,68.5,96.5,6,100.9
2023-03-01,VEN-0108,PRD-00340,65.39,92.0,6,99.23
2023-04-01,VEN-0108,PRD-00340,67.82,92.4,7,100.85
2023-05-01,VEN-0108,PRD-00340,66.24,90.8,7,99.47
2023-06-01,VEN-0108,PRD-00340,66.27,94.0,7,98.82
2023-07-01,VEN-0108,PRD-00340,66.84,93.7,7,99.6
2023-08-01,VEN-0108,PRD-00340,68.96,95.6,4,99.79
2023-09-01,VEN-0108,PRD-00340,67.06,93.2,12,99.28
2023-10-01,VEN-0108,PRD-00340,65.23,92.1,7,97.9
2023-11-01,VEN-0108,PRD-00340,66.52,91.5,8,97.23
2023-12-01,VEN-0108,PRD-00340,64.65,94.0,5,98.74
2024-01-01,VEN-0108,PRD-00340,65.83,97.3,7,99.2
2024-02-01,VEN-0108,PRD-00340,67.56,94.8,12,98.8
2024-03-01,VEN-0108,PRD-00340,68.04,95.4,8,98.53
2024-04-01,VEN-0108,PRD-00340,64.14,92.4,3,96.75
2024-05-01,VEN-0108,PRD-00340,62.12,92.2,10,95.23
2024-06-01,VEN-0108,PRD-00340,64.41,94.5,10,96.58
2024-07-01,VEN-0108,PRD-00340,64.19,94.9,13,95.43
2024-08-01,VEN-0108,PRD-00340,61.99,96.4,6,95.35
2024-09-01,VEN-0108,PRD-00340,65.46,92.7,12,94.77
2024-10-01,VEN-0108,PRD-00340,62.32,95.8,13,94.99
2024-11-01,VEN-0108,PRD-00340,64.15,95.4,12,95.02
2024-12-01,VEN-0108,PRD-00340,63.87,96.4,13,93.97
2023-01-01,VEN-0108,PRD-00467,18.63,95.7,10,94.11
2023-02-01,VEN-0108,PRD-00467,17.65,90.7,11,93.55
2023-03-01,VEN-0108,PRD-00467,18.17,92.4,12,92.3
2023-04-01,VEN-0108,PRD-00467,17.75,96.1,4,91.77
2023-05-01,VEN-0108,PRD-00467,17.94,93.3,6,92.36
2023-06-01,VEN-0108,PRD-00467,17.85,93.2,11,91.94
2023-07-01,VEN-0108,PRD-00467,17.81,92.8,11,92.72
2023-08-01,VEN-0108,PRD-00467,18.03,95.7,8,93.77
2023-09-01,VEN-0108,PRD-00467,19.19,95.0,10,94.18
2023-10-01,VEN-0108,PRD-00467,17.41,94.8,13,92.22
2023-11-01,VEN-0108,PRD-00467,17.76,95.8,10,92.4
2023-12-01,VEN-0108,PRD-00467,17.98,97.3,3,92.21
2024-01-01,VEN-0108,PRD-00467,17.57,93.4,6,92.3
2024-02-01,VEN-0108,PRD-00467,18.26,92.8,11,91.93
2024-03-01,VEN-0108,PRD-00467,17.58,93.8,11,92.96
2024-04-01,VEN-0108,PRD-00467,18.18,96.9,8,92.33
2024-05-01,VEN-0108,PRD-00467,17.62,93.2,13,91.82
2024-06-01,VEN-0108,PRD-00467,17.23,91.2,10,90.88
2024-07-01,VEN-0108,PRD-00467,17.67,92.6,7,91.02
2024-08-01,VEN-0108,PRD-00467,17.99,89.0,11,90.39
2024-09-01,VEN-0108,PRD-00467,17.15,94.0,11,90.63
2024-10-01,VEN-0108,PRD-00467,17.45,95.3,4,92.45
2024-11-01,VEN-0108,PRD-00467,17.87,90.1,10,92.13
2024-12-01,VEN-0108,PRD-00467,17.3,91.0,5,91.96
2023-01-01,VEN-0012,PRD-00462,21.75,95.4,11,102.18
2023-02-01,VEN-0012,PRD-00462,21.86,97.2,4,102.7
2023-03-01,VEN-0012,PRD-00462,22.0,97.0,10,102.37
2023-04-01,VEN-0012,PRD-00462,21.51,97.7,4,103.17
2023-05-01,VEN-0012,PRD-00462,22.12,96.4,10,104.79
2023-06-01,VEN-0012,PRD-00462,22.49,98.9,8,105.6
2023-07-01,VEN-0012,PRD-00462,23.07,98.3,9,106.87
2023-08-01,VEN-0012,PRD-00462,23.43,96.6,10,106.74
2023-09-01,VEN-0012,PRD-00462,21.88,91.4,9,107.46
2023-10-01,VEN-0012,PRD-00462,23.33,97.6,8,108.78
2023-11-01,VEN-0012,PRD-00462,22.83,98.4,10,109.54
2023-12-01,VEN-0012,PRD-00462,23.07,94.3,11,109.31
2024-01-01,VEN-0012,PRD-00462,23.07,100.0,9,107.94
2024-02-01,VEN-0012,PRD-00462,22.61,97.6,6,107.88
2024-03-01,VEN-0012,PRD-00462,22.16,98.6,3,108.01
2024-04-01,VEN-0012,PRD-00462,22.34,95.5,10,106.61
2024-05-01,VEN-0012,PRD-00462,22.57,95.8,6,107.22
2024-06-01,VEN-0012,PRD-00462,21.4,95.4,7,105.02
2024-07-01,VEN-0012,PRD-00462,22.19,96.1,5,106.06
2024-08-01,VEN-0012,PRD-00462,21.79,96.4,8,107.1
2024-09-01,VEN-0012,PRD-00462,22.91,96.0,13,106.79
2024-10-01,VEN-0012,PRD-00462,22.57,98.7,13,106.5
2024-11-01,VEN-0012,PRD-00462,21.92,97.2,9,107.3
2024-12-01,VEN-0012,PRD-00462,22.71,96.8,8,107.0
2023-01-01,VEN-0012,PRD-00003,33.29,97.3,4,101.38
2023-02-01,VEN-0012,PRD-00003,32.73,98.7,8,99.77
2023-03-01,VEN-0012,PRD-00003,33.31,98.3,5,101.11
2023-04-01,VEN-0012,PRD-00003,34.19,97.6,8,101.7
2023-05-01,VEN-0012,PRD-00003,33.33,98.4,3,101.34
2023-06-01,VEN-0012,PRD-00003,33.31,96.1,4,101.14
2023-07-01,VEN-0012,PRD-00003,34.54,99.5,11,102.06
2023-08-01,VEN-0012,PRD-00003,33.87,96.0,7,102.36
2023-09-01,VEN-0012,PRD-00003,34.47,94.5,9,103.21
2023-10-01,VEN-0012,PRD-00003,33.49,92.9,12,101.98
2023-11-01,VEN-0012,PRD-00003,32.98,98.7,3,100.78
2023-12-01,VEN-0012,PRD-00003,35.07,93.2,7,101.69
2024-01-01,VEN-0012,PRD-00003,32.55,94.8,13,101.58
2024-02-01,VEN-0012,PRD-00003,33.04,96.4,13,100.99
2024-03-01,VEN-0012,PRD-00003,33.11,94.7,11,100.47
2024-04-01,VEN-0012,PRD-00003,31.94,94.8,10,99.21
2024-05-01,VEN-0012,PRD-00003,32.28,100.0,12,96.92
2024-06-01,VEN-0012,PRD-00003,31.97,96.9,13,95.59
2024-07-01,VEN-0012,PRD-00003,30.71,97.3,7,94.98
2024-08-01,VEN-0012,PRD-00003,31.19,95.7,4,94.36
2024-09-01,VEN-0012,PRD-00003,31.42,97.7,7,94.88
2024-10-01,VEN-0012,PRD-00003,32.38,99.4,9,96.79
2024-11-01,VEN-0012,PRD-00003,32.84,98.6,9,96.42
2024-12-01,VEN-0012,PRD-00003,32.56,100.0,12,95.74
2023-01-01,VEN-0012,PRD-00018,42.78,93.5,7,101.73
2023-02-01,VEN-0012,PRD-00018,42.54,93.5,13,102.59
2023-03-01,VEN-0012,PRD-00018,44.42,100.0,10,102.63
2023-04-01,VEN-0012,PRD-00018,43.95,94.3,10,103.38
2023-05-01,VEN-0012,PRD-00018,44.67,98.3,8,103.47
2023-06-01,VEN-0012,PRD-00018,44.46,97.6,4,102.93
2023-07-01,VEN-0012,PRD-00018,44.63,96.6,13,103.92
2023-08-01,VEN-0012,PRD-00018,45.13,96.0,6,104.61
2023-09-01,VEN-0012,PRD-00018,44.96,97.0,6,105.19
2023-10-01,VEN-0012,PRD-00018,44.51,97.9,12,105.17
2023-11-01,VEN-0012,PRD-00018,45.4,92.5,11,105.06
2023-12-01,VEN-0012,PRD-00018,46.08,93.9,9,105.42
2024-01-01,VEN-0012,PRD-00018,45.55,98.1,8,105.23
2024-02-01,VEN-0012,PRD-00018,44.75,97.3,11,105.07
2024-03-01,VEN-0012,PRD-00018,43.68,97.4,8,106.07
2024-04-01,VEN-0012,PRD-00018,44.36,94.1,9,105.97
2024-05-01,VEN-0012,PRD-00018,45.4,98.7,12,107.0
2024-06-01,VEN-0012,PRD-00018,45.38,94.9,10,107.07
2024-07-01,VEN-0012,PRD-00018,46.36,94.4,10,107.57
2024-08-01,VEN-0012,PRD-00018,44.91,92.6,12,107.09
2024-09-01,VEN-0012,PRD-00018,44.88,97.2,4,107.24
2024-10-01,VEN-0012,PRD-00018,46.23,100.0,11,107.35
2024-11-01,VEN-0012,PRD-00018,45.91,96.0,6,106.09
2024-12-01,VEN-0012,PRD-00018,44.19,96.1,6,105.07
2023-01-01,VEN-0012,PRD-00113,50.53,97.4,13,97.07
2023-02-01,VEN-0012,PRD-00113,54.55,93.7,8,98.24
2023-03-01,VEN-0012,PRD-00113,49.86,99.1,9,100.17
2023-04-01,VEN-0012,PRD-00113,52.77,95.7,7,99.78
2023-05-01,VEN-0012,PRD-00113,53.64,97.6,6,100.26
2023-06-01,VEN-0012,PRD-00113,50.77,96.9,11,98.79
2023-07-01,VEN-0012,PRD-00113,53.33,94.4,5,99.19
2023-08-01,VEN-0012,PRD-00113,51.73,91.0,7,97.65
2023-09-01,VEN-0012,PRD-00113,53.53,93.4,12,98.92
2023-10-01,VEN-0012,PRD-00113,51.35,96.5,12,98.6
2023-11-01,VEN-0012,PRD-00113,52.89,100.0,8,99.44
2023-12-01,VEN-0012,PRD-00113,51.86,97.5,5,97.37
2024-01-01,VEN-0012,PRD-00113,50.53,100.0,9,96.67
2024-02-01,VEN-0012,PRD-00113,50.05,97.1,13,96.06
2024-03-01,VEN-0012,PRD-00113,50.24,95.1,12,95.87
2024-04-01,VEN-0012,PRD-00113,47.38,94.4,12,94.07
2024-05-01,VEN-0012,PRD-00113,48.52,98.2,11,93.29
2024-06-01,VEN-0012,PRD-00113,48.08,96.7,11,90.85
2024-07-01,VEN-0012,PRD-00113,48.12,98.4,11,90.27
2024-08-01,VEN-0012,PRD-00113,48.23,99.2,7,91.1
2024-09-01,VEN-0012,PRD-00113,49.66,99.5,4,92.92
2024-10-01,VEN-0012,PRD-00113,49.67,96.3,7,92.2
2024-11-01,VEN-0012,PRD-00113,47.66,98.3,13,92.33
2024-12-01,VEN-0012,PRD-00113,48.62,98.6,10,90.65
2023-01-01,VEN-0012,PRD-00073,20.17,97.8,9,95.65
2023-02-01,VEN-0012,PRD-00073,20.38,97.4,12,94.8
2023-03-01,VEN-0012,PRD-00073,19.52,96.0,5,93.5
2023-04-01,VEN-0012,PRD-00073,18.96,98.9,3,92.57
2023-05-01,VEN-0012,PRD-00073,19.96,97.4,10,93.06
2023-06-01,VEN-0012,PRD-00073,20.27,97.3,3,94.19
2023-07-01,VEN-0012,PRD-00073,19.8,99.2,10,94.92
2023-08-01,VEN-0012,PRD-00073,19.36,95.3,10,92.75
2023-09-01,VEN-0012,PRD-00073,19.09,95.8,9,93.48
2023-10-01,VEN-0012,PRD-00073,18.76,97.7,12,93.28
2023-11-01,VEN-0012,PRD-00073,19.44,99.2,10,92.84
2023-12-01,VEN-0012,PRD-00073,18.81,98.3,6,91.09
2024-01-01,VEN-0012,PRD-00073,19.03,99.2,9,90.81
2024-02-01,VEN-0012,PRD-00073,18.69,96.3,7,90.66
2024-03-01,VEN-0012,PRD-00073,19.39,98.5,13,89.9
2024-04-01,VEN-0012,PRD-00073,18.43,97.5,13,89.27
2024-05-01,VEN-0012,PRD-00073,18.05,96.8,13,90.52
2024-06-01,VEN-0012,PRD-00073,18.41,96.1,10,91.64
2024-07-01,VEN-0012,PRD-00073,19.23,100.0,11,91.67
2024-08-01,VEN-0012,PRD-00073,18.95,98.3,4,89.99
2024-09-01,VEN-0012,PRD-00073,19.12,96.7,13,91.04
2024-10-01,VEN-0012,PRD-00073,18.77,97.5,11,91.69
2024-11-01,VEN-0012,PRD-00073,18.84,97.8,4,90.91
2024-12-01,VEN-0012,PRD-00073,18.74,94.9,3,90.93
2023-01-01,VEN-0087,PRD-00273,0.59,86.7,5,98.35
2023-02-01,VEN-0087,PRD-00273,0.57,85.4,7,99.08
2023-03-01,VEN-0087,PRD-00273,0.6,82.9,8,96.9
2023-04-01,VEN-0087,PRD-00273,0.57,83.0,7,97.19
2023-05-01,VEN-0087,PRD-00273,0.6,84.4,6,97.16
2023-06-01,VEN-0087,PRD-00273,0.59,86.4,3,95.94
2023-07-01,VEN-0087,PRD-00273,0.57,82.4,7,94.34
2023-08-01,VEN-0087,PRD-00273,0.56,89.1,12,94.38
2023-09-01,VEN-0087,PRD-00273,0.56,84.3,6,92.98
2023-10-01,VEN-0087,PRD-00273,0.58,83.2,10,94.54
2023-11-01,VEN-0087,PRD-00273,0.56,85.9,6,94.58
2023-12-01,VEN-0087,PRD-00273,0.57,84.2,3,94.42
2024-01-01,VEN-0087,PRD-00273,0.55,84.2,6,94.5
2024-02-01,VEN-0087,PRD-00273,0.56,84.3,10,94.92
2024-03-01,VEN-0087,PRD-00273,0.57,89.0,10,94.66
2024-04-01,VEN-0087,PRD-00273,0.56,82.4,12,94.16
2024-05-01,VEN-0087,PRD-00273,0.58,82.9,11,95.33
2024-06-01,VEN-0087,PRD-00273,0.56,81.0,6,93.82
2024-07-01,VEN-0087,PRD-00273,0.56,88.1,13,94.15
2024-08-01,VEN-0087,PRD-00273,0.56,86.5,13,96.48
2024-09-01,VEN-0087,PRD-00273,0.6,87.5,5,98.46
2024-10-01,VEN-0087,PRD-00273,0.6,81.2,11,98.17
2024-11-01,VEN-0087,PRD-00273,0.61,87.3,4,97.85
2024-12-01,VEN-0087,PRD-00273,0.58,80.9,6,97.58
2023-01-01,VEN-0087,PRD-00479,20.01,82.2,10,95.04
2023-02-01,VEN-0087,PRD-00479,20.15,82.9,3,94.86
2023-03-01,VEN-0087,PRD-00479,19.9,83.5,3,96.08
2023-04-01,VEN-0087,PRD-00479,20.34,85.6,6,96.41
2023-05-01,VEN-0087,PRD-00479,20.79,89.1,4,95.89
2023-06-01,VEN-0087,PRD-00479,21.85,82.5,3,96.89
2023-07-01,VEN-0087,PRD-00479,21.54,82.9,13,96.55
2023-08-01,VEN-0087,PRD-00479,21.16,86.5,6,95.29
2023-09-01,VEN-0087,PRD-00479,21.55,85.7,11,95.39
2023-10-01,VEN-0087,PRD-00479,20.94,83.9,7,96.93
2023-11-01,VEN-0087,PRD-00479,20.98,87.6,5,96.84
2023-12-01,VEN-0087,PRD-00479,21.91,86.3,8,96.74
2024-01-01,VEN-0087,PRD-00479,21.3,86.4,11,97.37
2024-02-01,VEN-0087,PRD-00479,21.78,85.6,7,98.24
2024-03-01,VEN-0087,PRD-00479,21.93,86.3,7,97.92
2024-04-01,VEN-0087,PRD-00479,21.71,85.0,11,97.72
2024-05-01,VEN-0087,PRD-00479,20.46,84.5,9,97.12
2024-06-01,VEN-0087,PRD-00479,20.83,83.2,12,97.46
2024-07-01,VEN-0087,PRD-00479,20.89,86.0,6,97.91
2024-08-01,VEN-0087,PRD-00479,21.67,84.0,5,99.61
2024-09-01,VEN-0087,PRD-00479,20.89,82.1,13,98.17
2024-10-01,VEN-0087,PRD-00479,21.72,84.3,12,99.34
2024-11-01,VEN-0087,PRD-00479,22.11,84.9,3,99.8
2024-12-01,VEN-0087,PRD-00479,21.41,85.3,6,99.51
2023-01-01,VEN-0087,PRD-00055,19.53,85.3,13,104.03
2023-02-01,VEN-0087,PRD-00055,19.79,82.8,9,104.56
2023-03-01,VEN-0087,PRD-00055,19.52,87.4,7,104.76
2023-04-01,VEN-0087,PRD-00055,19.23,83.7,13,103.77
2023-05-01,VEN-0087,PRD-00055,19.35,85.6,6,104.62
2023-06-01,VEN-0087,PRD-00055,19.27,83.7,8,104.7
2023-07-01,VEN-0087,PRD-00055,19.69,83.0,11,104.52
2023-08-01,VEN-0087,PRD-00055,19.43,82.6,12,103.28
2023-09-01,VEN-0087,PRD-00055,19.2,84.1,4,102.84
2023-10-01,VEN-0087,PRD-00055,18.84,85.6,4,100.73
2023-11-01,VEN-0087,PRD-00055,19.42,84.1,7,99.84
2023-12-01,VEN-0087,PRD-00055,18.59,84.5,13,99.02
2024-01-01,VEN-0087,PRD-00055,18.63,83.1,9,98.13
2024-02-01,VEN-0087,PRD-00055,18.18,83.5,8,96.81
2024-03-01,VEN-0087,PRD-00055,17.99,85.7,10,97.63
2024-04-01,VEN-0087,PRD-00055,18.47,85.7,6,97.91
2024-05-01,VEN-0087,PRD-00055,18.04,88.1,5,95.79
2024-06-01,VEN-0087,PRD-00055,18.01,86.4,12,94.88
2024-07-01,VEN-0087,PRD-00055,18.16,86.1,10,95.12
2024-08-01,VEN-0087,PRD-00055,17.78,86.6,10,95.41
2024-09-01,VEN-0087,PRD-00055,17.54,87.7,7,93.18
2024-10-01,VEN-0087,PRD-00055,17.08,84.1,9,93.69
2024-11-01,VEN-0087,PRD-00055,16.74,82.1,6,92.62
2024-12-01,VEN-0087,PRD-00055,18.25,82.6,12,95.75
2023-01-01,VEN-0087,PRD-00008,26.68,87.6,5,99.21
2023-02-01,VEN-0087,PRD-00008,28.03,83.9,11,99.94
2023-03-01,VEN-0087,PRD-00008,27.55,90.0,7,102.0
2023-04-01,VEN-0087,PRD-00008,27.55,81.6,7,101.27
2023-05-01,VEN-0087,PRD-00008,27.95,81.9,12,100.82
2023-06-01,VEN-0087,PRD-00008,26.74,84.8,12,100.3
2023-07-01,VEN-0087,PRD-00008,28.07,88.1,7,100.75
2023-08-01,VEN-0087,PRD-00008,28.42,85.3,10,103.75
2023-09-01,VEN-0087,PRD-00008,27.68,88.0,8,103.02
2023-10-01,VEN-0087,PRD-00008,26.62,83.2,12,101.5
2023-11-01,VEN-0087,PRD-00008,27.84,82.7,8,101.13
2023-12-01,VEN-0087,PRD-00008,27.54,83.0,4,100.34
2024-01-01,VEN-0087,PRD-00008,27.2,84.0,6,100.34
2024-02-01,VEN-0087,PRD-00008,26.16,83.2,6,98.58
2024-03-01,VEN-0087,PRD-00008,25.81,90.2,3,96.89
2024-04-01,VEN-0087,PRD-00008,26.23,88.9,3,97.07
2024-05-01,VEN-0087,PRD-00008,26.96,82.5,5,96.36
2024-06-01,VEN-0087,PRD-00008,25.81,87.0,7,96.68
2024-07-01,VEN-0087,PRD-00008,25.02,83.6,11,96.51
2024-08-01,VEN-0087,PRD-00008,26.8,82.9,6,96.74
2024-09-01,VEN-0087,PRD-00008,25.89,85.7,13,97.02
2024-10-01,VEN-0087,PRD-00008,24.97,83.4,13,97.72
2024-11-01,VEN-0087,PRD-00008,26.47,84.4,6,97.47
2024-12-01,VEN-0087,PRD-00008,26.2,85.4,3,96.67
2023-01-01,VEN-0024,PRD-00254,8.61,98.9,12,103.85
2023-02-01,VEN-0024,PRD-00254,8.78,98.5,5,104.67
2023-03-01,VEN-0024,PRD-00254,8.92,94.8,3,103.84
2023-04-01,VEN-0024,PRD-00254,8.39,97.9,13,103.13
2023-05-01,VEN-0024,PRD-00254,8.71,95.8,11,103.8
2023-06-01,VEN-0024,PRD-00254,8.71,95.4,11,102.8
2023-07-01,VEN-0024,PRD-00254,8.57,97.7,11,103.26
2023-08-01,VEN-0024,PRD-00254,8.81,100.0,8,104.09
2023-09-01,VEN-0024,PRD-00254,8.82,100.0,3,105.03
2023-10-01,VEN-0024,PRD-00254,9.08,98.2,7,106.22
2023-11-01,VEN-0024,PRD-00254,8.87,100.0,3,105.64
2023-12-01,VEN-0024,PRD-00254,8.78,100.0,6,105.07
2024-01-01,VEN-0024,PRD-00254,8.8,98.3,3,105.28
2024-02-01,VEN-0024,PRD-00254,8.74,98.0,4,104.21
2024-03-01,VEN-0024,PRD-00254,9.08,94.8,4,103.3
2024-04-01,VEN-0024,PRD-00254,8.98,100.0,6,103.89
2024-05-01,VEN-0024,PRD-00254,9.32,99.2,10,106.18
2024-06-01,VEN-0024,PRD-00254,8.73,97.3,6,107.19
2024-07-01,VEN-0024,PRD-00254,8.72,98.6,7,106.2
2024-08-01,VEN-0024,PRD-00254,8.84,100.0,11,106.81
2024-09-01,VEN-0024,PRD-00254,9.05,99.0,6,105.74
2024-10-01,VEN-0024,PRD-00254,8.9,100.0,3,105.54
2024-11-01,VEN-0024,PRD-00254,8.58,99.3,6,104.16
2024-12-01,VEN-0024,PRD-00254,8.83,98.3,3,102.23
2023-01-01,VEN-0024,PRD-00331,49.44,98.0,8,100.41
2023-02-01,VEN-0024,PRD-00331,50.95,100.0,6,99.91
2023-03-01,VEN-0024,PRD-00331,49.93,97.3,4,99.56
2023-04-01,VEN-0024,PRD-00331,48.38,99.3,3,98.9
2023-05-01,VEN-0024,PRD-00331,51.05,97.4,4,99.42
2023-06-01,VEN-0024,PRD-00331,50.31,98.8,7,98.86
2023-07-01,VEN-0024,PRD-00331,48.41,100.0,11,98.41
2023-08-01,VEN-0024,PRD-00331,48.65,98.0,9,97.76
2023-09-01,VEN-0024,PRD-00331,48.84,96.2,12,98.22
2023-10-01,VEN-0024,PRD-00331,48.25,96.0,6,98.61
2023-11-01,VEN-0024,PRD-00331,47.31,95.2,9,97.95
2023-12-01,VEN-0024,PRD-00331,50.16,99.1,13,97.64
2024-01-01,VEN-0024,PRD-00331,48.61,98.0,9,98.68
2024-02-01,VEN-0024,PRD-00331,48.07,99.6,11,97.69
2024-03-01,VEN-0024,PRD-00331,47.38,95.6,13,97.76
2024-04-01,VEN-0024,PRD-00331,47.94,95.7,10,96.94
2024-05-01,VEN-0024,PRD-00331,47.98,99.9,5,94.94
2024-06-01,VEN-0024,PRD-00331,46.88,95.6,6,94.49
2024-07-01,VEN-0024,PRD-00331,46.53,99.8,3,94.4
2024-08-01,VEN-0024,PRD-00331,48.78,96.8,9,94.32
2024-09-01,VEN-0024,PRD-00331,47.53,96.5,11,93.94
2024-10-01,VEN-0024,PRD-00331,46.07,99.8,12,93.47
2024-11-01,VEN-0024,PRD-00331,46.6,99.3,12,93.78
2024-12-01,VEN-0024,PRD-00331,45.92,99.1,5,93.78
2023-01-01,VEN-0024,PRD-00341,119.7,100.0,12,102.04
2023-02-01,VEN-0024,PRD-00341,115.9,97.8,3,101.78
2023-03-01,VEN-0024,PRD-00341,117.79,94.3,12,100.64
2023-04-01,VEN-0024,PRD-00341,112.33,95.4,3,99.06
2023-05-01,VEN-0024,PRD-00341,117.25,100.0,12,98.92
2023-06-01,VEN-0024,PRD-00341,116.53,99.7,12,99.62
2023-07-01,VEN-0024,PRD-00341,116.45,97.0,3,98.48
2023-08-01,VEN-0024,PRD-00341,112.83,96.2,5,98.84
2023-09-01,VEN-0024,PRD-00341,115.18,93.1,11,98.88
2023-10-01,VEN-0024,PRD-00341,114.6,99.9,11,98.13
2023-11-01,VEN-0024,PRD-00341,115.09,96.5,5,97.75
2023-12-01,VEN-0024,PRD-00341,117.19,100.0,5,98.89
2024-01-01,VEN-0024,PRD-00341,113.37,97.5,3,98.32
2024-02-01,VEN-0024,PRD-00341,118.75,97.2,6,99.54
2024-03-01,VEN-0024,PRD-00341,119.52,98.3,3,100.15
2024-04-01,VEN-0024,PRD-00341,113.15,97.0,3,99.17
2024-05-01,VEN-0024,PRD-00341,115.8,99.7,8,98.21
2024-06-01,VEN-0024,PRD-00341,112.02,95.7,5,98.41
2024-07-01,VEN-0024,PRD-00341,113.12,100.0,9,99.03
2024-08-01,VEN-0024,PRD-00341,116.59,99.8,6,99.69
2024-09-01,VEN-0024,PRD-00341,114.01,99.5,10,98.02
2024-10-01,VEN-0024,PRD-00341,112.35,97.7,9,98.11
